Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
us,lowest price rolex watch,luxury watch,,,,rolex watches,70,22,1.17,1.00,143,Transactional,"Video, Image, People Also Ask, Related Searches, AI Overview, Site Links","0.02,0.01,0.02,0.01,0.02,0.02,0.12,1.00,0.12,0.00,0.06,0.09",20,,
us,mens gold rolex for sale,luxury watch,,,,rolex watches,90,25,0.58,1.00,200,Transactional,"Local Pack, Site Links, Video, People Also Ask, Related Searches","0.53,0.53,0.42,0.34,0.34,0.34,0.34,0.42,0.34,0.26,0.26,0.19",20,,
us,prices of new rolex watches,luxury watch,,,,rolex watches,90,29,1.66,0.97,148,Transactional,"Site Links, Video, Video Carousel, Related Searches, Adwords Middle, AI Overview","0.50,0.35,1.00,0.07,0.78,0.35,0.50,1.00,0.64,0.50,0.64,1.00",20,,
us,rolex classic watches,luxury watch,,,,rolex watches,30,27,0.77,0.95,197,"Navigational, Transactional","Image Pack, Site Links, Video, Image, Adwords Bottom, People Also Ask, Popular Products, Related Searches","0.02,0.04,0.04,0.04,0.02,0.07,0.07,0.07,0.00,0.00,0.02,0.02",20,,
us,rolex new for sale,luxury watch,,,,rolex watches,40,23,0.46,1.00,181,Transactional,"Video, Popular Products, Related Searches, Local Pack, Site Links","0.15,0.06,0.12,0.09,0.06,0.15,0.28,0.21,0.21,0.09,0.06,0.12",20,,
us,rolex sport watch,luxury watch,,,,rolex watches,70,21,1.86,1.00,170,"Navigational, Transactional","Related Searches, Discussions And Forums, Image Pack, Site Links, Video, Image, People Also Ask","0.17,0.17,0.23,0.17,0.07,0.53,0.05,0.02,0.02,0.07,0.17,0.12",20,,
us,rolex steel watches,luxury watch,,,,rolex watches,50,16,1.45,1.00,25400000,Transactional,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, Image Pack, Site Links, Video, Image","0.09,0.09,0.09,0.52,0.09,0.52,0.42,0.52,0.33,0.52,0.66,0.66",20,,
us,silver ladies rolex watch,luxury watch,,,,rolex watches,50,17,1.58,1.00,10500000,Transactional,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Image","0.23,0.12,0.10,0.05,0.10,0.10,0.17,0.28,0.17,0.17,0.07,0.17",20,,
us,big face rolex watches,luxury watch,,,,rolex watches,50,16,1.96,1.00,149,"Informational, Commercial","Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.33,0.42,0.33,0.42,0.19,0.23,0.33,0.33,0.19,0.19,0.23,0.19",20,,
us,certified watch,luxury watch,,,,rolex watches,30,21,0.81,0.82,187,"Informational, Commercial","Video, Image, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links","0.01,0.01,0.01,0.03,0.03,0.03,0.01,0.03,0.03,0.01,0.01,0.01",20,,
us,cheap gold rolex,luxury watch,,,,rolex watches,90,19,0.38,1.00,76200000,"Informational, Commercial","People Also Ask, Related Searches, Image, Popular Products, Discussions And Forums, AI Overview, Site Links, Video, Video Carousel","0.21,0.53,0.15,0.21,0.09,0.15,0.81,0.15,0.81,0.21,0.15,0.21",20,,
us,cheapest rolex oyster perpetual,luxury watch,,,,rolex watches,90,25,1.83,0.99,164,Informational,"Related Searches, AI Overview, Site Links, Video, Image, People Also Ask","0.07,0.42,0.42,0.26,0.53,0.19,0.26,0.26,1.00,0.19,0.34,0.19",20,,
us,cost of gold rolex watch,luxury watch,,,,rolex watches,90,21,2.12,1.00,150,"Informational, Commercial","Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links","0.41,0.52,0.41,0.82,0.41,0.64,0.82,0.64,0.52,0.52,0.41,0.41",20,,
us,gold and diamond rolex mens,luxury watch,,,,rolex watches,70,17,1.45,1.00,180,Transactional,"Video Carousel, People Also Ask, Related Searches, Site Links, Video","0.63,0.63,0.63,0.45,0.63,0.36,0.63,0.63,0.63,0.63,0.63,0.45",20,,
us,gold cheap rolex,luxury watch,,,,rolex watches,70,22,0.32,1.00,188,Transactional,"Video, People Also Ask, Related Searches, Image Pack, Site Links","0.00,1.00,0.00,0.00,0.00,0.00,0.81,0.00,0.81,0.00,0.00,0.00",20,,
us,gold rolex mens for sale,luxury watch,,,,rolex watches,50,24,0.32,1.00,169,Transactional,"Local Pack, Site Links, Video, People Also Ask, Related Searches, AI Overview","0.66,0.66,0.00,0.00,0.00,0.00,0.33,0.00,0.42,0.00,0.00,0.00",20,,
us,how much does a used rolex cost,luxury watch,,,,rolex watches,30,20,1.56,0.85,128,"Informational, Commercial","Site Links, Video, People Also Ask, Popular Products, Related Searches, Discussions And Forums, AI Overview","0.60,0.60,0.40,0.80,0.40,0.60,0.60,0.40,1.00,0.60,0.40,1.00",20,,
us,lower end rolex,luxury watch,,,,rolex watches,30,16,1.04,1.00,16300000,Informational,"Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask","0.45,0.09,0.36,0.45,0.36,0.63,0.27,0.27,0.18,0.36,0.27,0.27",20,,
us,men's gold rolex watches for sale,luxury watch,,,,rolex watches,40,27,0.58,1.00,170,Transactional,"Local Pack, Site Links, Video, Related Searches, AI Overview","1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.00,0.00,0.00",20,,
us,men's how much does a rolex watch cost,luxury watch,,,,rolex watches,30,24,0.69,0.95,143,Informational,"Site Links, Video, Video Carousel, People Also Ask, Related Searches","1.00,0.28,0.57,0.71,0.71,0.28,0.71,0.28,0.28,0.28,0.28,0.28",20,,
us,men's rolex low price watch,luxury watch,,,,rolex watches,40,17,0.00,1.00,21900000,Transactional,"AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches","0.14,0.14,0.64,0.14,0.14,0.14,0.00,0.14,0.14,0.14,0.14,0.14",20,,
us,men's silver watch rolex,luxury watch,,,,rolex watches,70,29,1.85,1.00,180,Transactional,"Video, Image, People Also Ask, Related Searches, Image Pack, Site Links","0.42,0.66,0.42,0.42,0.23,0.23,0.42,0.52,0.04,0.04,0.04,0.09",20,,
us,mens gold rolex watches for sale,luxury watch,,,,rolex watches,50,27,0.32,1.00,10600000,Transactional,"Related Searches, Local Pack, Image Pack, Site Links, Video, Image, People Also Ask, Popular Products","0.82,0.52,0.23,0.29,0.29,0.05,0.41,0.23,0.52,0.11,0.17,0.29",20,,
us,rolex expensive watch,luxury watch,,,,rolex watches,70,27,1.92,1.00,177,"Informational, Commercial","Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image","0.45,0.18,0.63,0.27,0.63,1.00,0.45,0.36,0.27,0.09,0.00,0.27",20,,
us,what is a rolex watch worth,luxury watch,,,,rolex watches,40,28,1.51,0.53,145,Informational,"People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Reviews, Video, Video Carousel","0.18,1.00,0.27,0.63,0.45,0.18,0.18,0.18,0.81,0.18,0.18,0.18",20,,
us,what is the average cost of a rolex watch,luxury watch,,,,rolex watches,50,21,0.71,0.47,8970000,Informational,"AI Overview, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches, Discussions And Forums","0.64,0.11,0.11,0.23,0.64,0.17,0.41,0.64,0.52,0.41,0.52,0.64",20,,
us,what is the value of a rolex watch,luxury watch,,,,rolex watches,40,28,1.51,0.53,117,Informational,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Discussions And Forums, AI Overview, Reviews, Related Searches","0.11,0.64,0.11,0.41,0.29,0.11,0.11,0.11,0.52,0.11,0.11,0.11",20,,
us,best looking rolex for men,luxury watch,,,,rolex watches,50,18,0.45,1.00,148,Informational,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, AI Overview","0.11,0.11,0.11,0.29,0.17,0.29,0.64,0.82,1.00,0.23,0.64,0.23",20,,
us,black rolex watch men,luxury watch,,,,rolex watches,50,28,1.85,1.00,211,"Informational, Commercial","Image, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.10,0.10,0.00,0.00,0.02,0.06,0.00,0.06,0.02,0.00,0.02,0.06",20,,
us,black rolex wrist watch,luxury watch,,,,rolex watches,50,20,1.45,1.00,203,"Informational, Commercial","Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.00,0.00,0.42,0.53,0.53,0.34,0.19,0.26,1.00,0.11,0.19,0.19",20,,
us,brand new rolex for sale,luxury watch,,,,rolex watches,90,18,0.49,1.00,137,Transactional,"Local Pack, Site Links, Video, Related Searches","1.00,0.81,0.81,1.00,0.81,0.81,0.81,1.00,0.81,0.81,0.81,0.63",20,,
us,brand new rolex watches,luxury watch,,,,rolex watches,90,18,1.83,1.00,179,Transactional,"Video Carousel, Related Searches, Site Links, Video, Adwords Bottom","0.41,0.41,0.82,1.00,0.82,0.41,0.52,0.41,0.64,0.52,0.64,0.52",20,,
us,cheapest authentic rolex,luxury watch,,,,rolex watches,30,27,0.53,1.00,162,"Informational, Commercial","Site Links, Popular Products, Related Searches, Discussions And Forums, AI Overview, Video, Image, Video Carousel, People Also Ask","0.57,0.42,0.42,1.00,0.28,0.57,0.28,0.14,0.28,0.14,0.14,0.14",20,,
us,cheapest datejust rolex,luxury watch,,,,rolex watches,70,27,0.40,1.00,164,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links","0.02,1.00,0.14,0.02,0.04,0.06,0.35,0.06,0.06,0.04,0.04,0.02",20,,
us,how much does the cheapest rolex watch cost,luxury watch,,,,rolex watches,90,29,0.00,0.34,164,"Informational, Commercial","Site Links, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","1.00,0.64,0.35,0.64,0.50,0.78,0.50,0.50,1.00,0.78,1.00,0.50",20,,
us,men's gold rolex for sale,luxury watch,,,,rolex watches,40,22,0.58,1.00,187,Transactional,"Local Pack, Site Links, Reviews, Video, Popular Products, Related Searches","0.64,0.82,0.17,0.11,0.11,0.00,0.00,0.05,0.52,0.11,0.00,0.00",20,,
us,mens rolex silver,luxury watch,,,,rolex watches,90,15,1.46,1.00,190,Transactional,"Popular Products, Related Searches, Image Pack, Site Links, Video, Image, Video Carousel, People Also Ask","0.00,0.00,0.29,0.29,0.29,1.00,0.06,0.14,1.00,0.81,1.00,0.14",20,,
us,oyster rolex watches for sale,luxury watch,,,,rolex watches,90,21,0.26,1.00,170,Transactional,"People Also Ask, Popular Products, Related Searches, Local Pack, Site Links, Video","0.33,0.52,0.23,0.23,0.33,0.33,0.33,0.80,0.66,0.52,0.33,0.52",20,,
us,rolex cheap watch,luxury watch,,,,rolex watches,40,29,0.31,0.93,172,Transactional,"Image, Video Carousel, People Also Ask, Related Searches, Site Links, Video, Popular Products, Discussions And Forums, AI Overview","0.55,0.77,0.22,0.11,0.11,0.22,0.44,0.77,0.55,0.22,0.33,0.11",20,,
us,rolex gold men,luxury watch,,,,rolex watches,30,18,1.73,1.00,182,"Informational, Transactional","Video, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Reviews","0.14,0.23,0.09,0.42,0.09,0.09,0.09,0.09,0.09,0.04,0.19,0.19",20,,
us,second hand ladies rolex watches for sale,luxury watch,,,,rolex watches,40,21,0.00,0.56,129,Transactional,"Image, People Also Ask, Popular Products, Related Searches, Site Links, Video","0.57,0.71,0.71,0.57,0.42,0.42,0.28,0.28,0.28,0.42,0.28,0.28",20,,
us,used gold rolex for sale,luxury watch,,,,rolex watches,90,28,0.35,1.00,147,Transactional,"Video, People Also Ask, Related Searches, Local Pack, Site Links","0.33,0.42,0.33,0.42,0.42,0.66,0.33,0.80,0.52,0.33,0.52,0.66",20,,
us,used gold rolex watches for sale,luxury watch,,,,rolex watches,90,28,0.31,1.00,13500000,Transactional,"Site Links, Video, Image, Popular Products, Related Searches, Local Pack","0.33,0.33,0.33,0.09,0.42,0.33,0.33,0.33,0.42,0.33,0.42,0.52",20,,
us,used ladies rolex watch for sale,luxury watch,,,,rolex watches,50,25,0.40,1.00,142,Transactional,"Popular Products, Related Searches, AI Overview, Local Pack, Site Links, Video","0.19,0.80,0.04,0.04,0.04,0.04,0.14,0.19,1.00,0.23,0.33,0.09",20,,
us,value of a rolex watch,luxury watch,,,,rolex watches,50,27,2.09,0.49,131,Informational,"Popular Products, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Video Carousel, People Also Ask","0.09,0.12,0.21,0.09,0.15,0.21,0.21,0.34,0.21,0.09,0.09,0.21",20,,
us,what is the best rolex watch,luxury watch,,,,rolex watches,70,18,0.45,1.00,134,"Informational, Commercial","Video, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links","0.26,0.26,0.34,0.34,0.19,0.26,0.26,0.34,0.34,0.26,0.26,0.26",20,,
us,what is the cheapest rolex watch for men,luxury watch,,,,rolex watches,90,20,0.51,0.97,156,"Informational, Commercial","Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview","0.29,0.29,0.29,0.29,0.41,0.82,0.41,0.29,0.41,0.82,1.00,1.00",20,,
us,where to buy used luxury watches,luxury watch,,,,rolex watches,90,27,0.52,0.98,155,Transactional,"Local Pack, Site Links, Video, AI Overview","0.63,0.45,0.81,1.00,0.81,1.00,0.81,0.81,1.00,0.81,0.63,0.45",20,,
us,18k gold rolex watch prices,luxury watch,,,,rolex watches,90,17,1.74,1.00,183,Transactional,"People Also Ask, Related Searches, AI Overview, Site Links, Video, Image, Video Carousel","0.00,0.35,0.43,0.14,0.00,0.29,0.14,0.22,0.22,0.22,0.22,0.29",20,,
us,brand new rolex watches for sale,luxury watch,,,,rolex watches,90,22,0.49,1.00,141,Transactional,"Local Pack, Site Links, Video, Popular Products, Related Searches","1.00,0.81,0.63,0.63,0.63,0.63,0.63,0.63,0.81,0.63,0.63,0.63",20,,
us,cheapest rolex mens,luxury watch,,,,rolex watches,70,28,0.40,1.00,150,"Informational, Commercial","Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video","0.02,0.01,0.00,0.05,0.01,0.00,0.10,0.02,0.07,0.00,0.00,0.10",20,,
us,does a rolex have a second hand,luxury watch,,,,rolex watches,40,27,0.00,0.05,187,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Reviews, Video","0.14,0.14,0.21,0.78,0.50,0.64,0.14,0.14,0.14,0.14,0.14,0.14",20,,
us,how much is a brand new rolex,luxury watch,,,,rolex watches,30,18,1.68,0.79,122,Informational,"Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Video Carousel, People Also Ask","0.19,0.19,0.09,0.14,0.09,0.19,0.14,0.09,0.23,0.09,0.23,0.09",20,,
us,how much is an entry level rolex,luxury watch,,,,rolex watches,40,16,1.94,0.67,5020000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image, Video Carousel","0.28,0.14,0.21,0.14,0.28,0.21,0.78,1.00,0.78,0.28,0.21,0.50",20,,
us,most famous rolex watch,luxury watch,,,,rolex watches,90,17,0.03,0.98,170,Informational,"Image, Video Carousel, People Also Ask, Adwords Middle, AI Overview, Site Links, Video","0.78,0.28,0.35,0.50,0.64,1.00,0.50,0.64,0.64,0.35,0.50,0.64",20,,
us,pre-owned rolex watches for sale,luxury watch,,,,rolex watches,50,27,0.59,1.00,173,Transactional,"Local Pack, Site Links, Video, Popular Products, Related Searches, AI Overview","0.29,0.41,1.00,0.64,0.29,0.64,0.17,0.05,0.41,0.29,0.52,0.64",20,,
us,rolex class a,luxury watch,,,,rolex watches,70,21,1.80,0.98,163,"Informational, Commercial","Related Searches, Image Pack, Site Links, People Also Ask","0.78,0.78,0.14,0.14,0.14,0.14,0.78,1.00,0.64,0.50,0.64,0.78",20,,
us,rolex female watches prices,luxury watch,,,,rolex watches,30,16,2.03,0.99,164,Transactional,"AI Overview, Site Links, Reviews, Video, People Also Ask, Popular Products, Related Searches","0.55,0.22,0.11,0.00,0.00,0.33,0.11,0.22,0.55,0.55,0.33,0.33",20,,
us,rolex watch with leather strap,luxury watch,,,,rolex watches,70,16,1.40,1.00,13800000,"Informational, Commercial","AI Overview, Site Links, Adwords Bottom, Popular Products, Image Pack, Video, Image, People Also Ask, Related Searches, Discussions And Forums","0.04,1.00,0.05,0.05,0.01,0.02,0.00,0.00,0.02,0.00,0.01,0.00",20,,
us,can i buy a rolex in store,luxury watch,,,,rolex watches,30,24,1.65,1.00,159,"Informational, Transactional","Discussions And Forums, AI Overview, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.40,0.40,0.80,1.00,1.00,0.80,0.80,1.00,0.40,0.40,0.40,0.40",20,,
us,how much does gold rolex cost,luxury watch,,,,rolex watches,70,29,1.90,0.86,159,Informational,"Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links","0.78,0.14,0.78,0.78,0.78,0.78,0.78,1.00,0.14,0.50,0.64,0.50",20,,
us,how much money is a rolex,luxury watch,,,,rolex watches,50,27,1.55,0.35,130,Informational,"Related Searches, Discussions And Forums, AI Overview, Site Links, Video, People Also Ask","0.64,0.11,0.11,0.11,0.11,0.64,0.11,0.11,0.11,0.23,0.64,1.00",20,,
us,leather rolex watches for men,luxury watch,,,,rolex watches,70,23,1.86,1.00,179,Transactional,"Adwords Bottom, People Also Ask, Image Pack, Site Links, Video, Image","0.23,0.42,0.33,0.33,0.33,0.33,0.42,0.33,0.23,0.19,0.23,0.23",20,,
us,most popular mens rolex,luxury watch,,,,rolex watches,90,16,0.03,0.94,165,"Informational, Commercial","Discussions And Forums, AI Overview, Site Links, Video, People Also Ask, Related Searches","0.64,0.64,0.52,0.64,0.52,0.64,0.52,0.82,0.29,0.29,0.64,0.41",20,,
us,pre owned ladies rolex watches near me,luxury watch,,,,rolex watches,90,26,0.99,1.00,156,Transactional,"People Also Ask, Related Searches, Local Pack, Site Links, Reviews, Video","0.23,0.33,0.23,0.23,0.33,0.42,0.33,0.66,0.52,0.42,0.52,0.52",20,,
us,rolex hierarchy,luxury watch,,,,rolex watches,30,18,1.83,0.08,444000,"Informational, Commercial","Related Searches, Discussions And Forums, Image Pack, Site Links, Image, Video Carousel, People Also Ask, AI Overview, Video","0.75,0.75,0.50,1.00,0.75,0.50,0.50,0.50,0.50,0.50,0.50,0.75",20,,
us,rolex plain,luxury watch,,,,rolex watches,50,18,1.90,1.00,190,"Informational, Transactional","Video, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.64,0.50,0.50,0.14,0.14,0.14,0.14,0.21,0.28,1.00,0.07,0.14",20,,
us,rolex thin watch,luxury watch,,,,rolex watches,50,28,1.47,0.99,7080000,"Informational, Commercial","Site Links, Image, People Also Ask, Popular Products, Discussions And Forums, Image Pack, Video, Adwords Bottom, Video Carousel, Related Searches","0.28,0.28,0.64,0.35,0.50,0.28,0.35,0.50,0.28,0.14,0.14,0.14",20,,
us,rolex watch case for sale,luxury watch,,,,rolex watches,40,18,0.21,0.92,15100000,Transactional,"Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.26,0.07,0.07,0.07,0.07,0.07,0.07,0.34,0.07,0.42,0.07,0.26",20,,
us,rolex watch men price in usa,luxury watch,,,,rolex watches,50,28,0.68,0.99,13900000,Transactional,"Video, Image, People Also Ask, Popular Products, Related Searches, Site Links","0.78,0.14,0.14,0.14,0.14,0.14,0.78,1.00,1.00,0.14,0.35,0.78",20,,
us,silver and black rolex,luxury watch,,,,rolex watches,90,26,2.17,1.00,174,"Informational, Transactional","Image Pack, Site Links, Video, People Also Ask, Related Searches","0.23,0.17,0.23,0.17,0.17,0.17,0.66,0.17,0.17,0.07,0.12,0.17",20,,
us,used rolex watches for sale womens,luxury watch,,,,rolex watches,90,20,0.40,1.00,128,Transactional,"Local Pack, Site Links, Video, Popular Products, Related Searches","0.15,0.65,0.65,0.42,0.53,0.19,0.11,0.19,0.80,0.42,0.80,0.65",20,,
us,what is a rolex worth,luxury watch,,,,rolex watches,50,22,1.51,0.53,138,Informational,"Reviews, Adwords Bottom, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, Site Links, Video, Popular Products, AI Overview","0.11,1.00,0.11,0.41,0.29,0.11,0.11,0.11,0.52,0.11,0.11,0.11",20,,
us,women's rolex watch sale,luxury watch,,,,rolex watches,90,24,0.31,1.00,148,Transactional,"Site Links, Video, People Also Ask, Related Searches","0.15,0.15,1.00,0.15,0.09,0.34,0.03,0.21,0.15,0.43,0.15,0.28",20,,
us,average rolex watch price,luxury watch,,,,rolex watches,70,19,1.66,0.20,163,Transactional,"Image Pack, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview","0.06,0.21,0.21,0.43,0.09,0.28,0.21,0.53,0.34,0.06,0.28,0.15",20,,
us,tag heuer luxury watch,luxury watch,,,,tag heuer watches,90,26,1.91,1.00,204,Transactional,"Video, Video Carousel, People Also Ask, Popular Products, Adwords Middle, AI Overview, Site Links","0.52,0.80,0.09,0.52,0.23,0.33,0.33,0.52,0.66,0.42,0.52,0.23",20,,
us,tag heuer sport watch,luxury watch,,,,tag heuer watches,70,26,0.22,1.00,222,"Informational, Transactional","Site Links, Video, Adwords Bottom, People Also Ask, Related Searches, Image Pack","0.19,0.19,0.23,0.19,0.23,0.80,0.33,0.52,0.09,1.00,0.04,0.23",20,,
us,tag heuer men's carrera watch,luxury watch,,,,tag heuer watches,50,19,0.44,1.00,172,Transactional,"Adwords Bottom, Video Carousel, People Also Ask, Related Searches, Site Links, Video","0.45,1.00,0.36,1.00,0.09,0.27,0.00,0.00,0.81,0.45,0.18,0.45",20,,
us,watch tagheuer,luxury watch,,,,tag heuer watches,90,28,5.55,1.00,205,"Navigational, Transactional","Image, People Also Ask, Popular Products, Related Searches, Site Links, Video","0.18,0.54,0.06,0.06,0.02,0.29,0.22,0.22,0.29,0.00,0.29,0.43",20,,
us,ad watch dealer,luxury watch,,,,tag heuer watches,50,16,0.69,0.66,155,Informational,"Related Searches, AI Overview, Local Pack, Site Links, Video, Video Carousel, People Also Ask","0.14,0.78,0.78,0.78,0.14,0.14,0.28,0.14,0.14,0.21,0.14,0.21",20,,
us,tag heuer for sale near me,luxury watch,,,,tag heuer watches,30,17,1.53,1.00,22600000,Transactional,"People Also Ask, Popular Products, Related Searches, Local Pack, Site Links, Video, Image, Adwords Bottom","0.18,0.18,0.36,0.63,0.18,0.63,0.18,0.27,0.18,0.36,0.36,0.63",20,,
us,tag heuer link women's watch,luxury watch,,,,tag heuer watches,70,15,0.17,1.00,205,"Informational, Transactional","Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, Image Pack","0.35,1.00,0.78,0.64,0.50,0.35,0.28,0.64,0.35,0.00,0.14,0.50",20,,
us,tag heuer watch prices,luxury watch,,,,tag heuer watches,70,23,0.14,0.95,193,Transactional,"Adwords Bottom, Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Video, Image","0.03,0.00,0.08,0.00,0.10,0.00,0.06,0.00,0.03,0.24,0.00,0.03",20,,
us,tag heuer watch women's,luxury watch,,,,tag heuer watches,40,17,0.79,1.00,187,Transactional,"Related Searches, Site Links, Video, Video Carousel, Popular Products","0.00,0.14,0.09,0.23,1.00,0.52,0.42,0.00,0.00,0.00,0.00,0.00",20,,
us,watchfinder omega,luxury watch,,,,tag heuer watches,40,25,1.19,1.00,937000,Informational,"Video, Image, Video Carousel, Related Searches, Discussions And Forums, Site Links","0.14,0.00,0.21,0.14,1.00,0.35,0.35,0.28,0.28,0.14,0.14,0.14",20,,
us,men's watches tag heuer,luxury watch,,,,tag heuer watches,70,21,0.87,1.00,197,Transactional,"Related Searches, Site Links, Video, Image, Adwords Bottom, Video Carousel, People Also Ask, Popular Products","0.02,0.00,0.24,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,1.00",20,,
us,mens tag heuer aquaracer,luxury watch,,,,tag heuer watches,90,27,0.34,1.00,195,"Navigational, Transactional","Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches","0.41,0.64,0.52,0.41,0.52,0.23,0.82,0.64,1.00,0.52,0.52,0.64",20,,
us,tag heuer aquaracer vintage,luxury watch,,,,tag heuer watches,40,19,0.06,1.00,190,Informational,"Related Searches, Discussions And Forums, Image Pack, Site Links, Video, Image, Video Carousel, Popular Products","1.00,0.18,0.18,0.18,0.18,0.63,0.18,0.81,0.18,0.18,0.18,0.18",20,,
us,tag heuer aquaracer watches for sale,luxury watch,,,,tag heuer watches,70,22,0.67,1.00,163,Transactional,"Related Searches, Local Pack, Site Links, Video, People Also Ask","0.63,0.45,0.45,0.63,0.63,0.63,0.81,1.00,0.63,0.45,0.63,0.63",20,,
us,tag heuer carrera womens,luxury watch,,,,tag heuer watches,50,20,0.39,1.00,182,Informational,"Video, Image, Image Pack, Site Links","0.23,0.11,0.05,0.17,0.52,0.00,0.11,0.23,0.52,0.52,0.64,0.52",20,,
us,tag heuer dress watch,luxury watch,,,,tag heuer watches,90,22,0.49,1.00,202,"Informational, Transactional","Related Searches, Image Pack, Site Links, Video, Image, People Also Ask","0.22,0.18,0.22,0.14,0.14,0.22,0.14,0.22,0.22,0.14,0.22,0.18",20,,
us,tag heuer men watch,luxury watch,,,,tag heuer watches,90,18,1.90,1.00,212,"Informational, Transactional","Image, Adwords Top, People Also Ask, Related Searches, Image Pack, Site Links, Video, Adwords Bottom, Video Carousel, Popular Products","0.00,0.00,0.04,0.04,0.04,0.04,0.03,0.05,0.04,0.00,0.03,0.03",20,,
us,tag heuer sale watches,luxury watch,,,,tag heuer watches,40,25,0.44,1.00,162,Transactional,"Site Links, Video, People Also Ask, Popular Products, Related Searches","0.05,0.03,0.05,0.04,0.03,0.05,0.00,0.07,0.02,0.03,0.02,0.02",20,,
us,tag heuer aquaracer chronograph quartz,luxury watch,,,,tag heuer watches,40,15,0.30,1.00,177,"Informational, Transactional","Related Searches, Discussions And Forums, Image Pack, Site Links, Video, Image, Video Carousel","0.05,0.23,0.05,0.12,0.05,0.05,0.05,0.17,0.05,0.05,0.17,0.05",20,,
us,tag heuer gold silver watch,luxury watch,,,,tag heuer watches,70,17,1.09,1.00,224,"Informational, Transactional","Image Pack, Site Links, Video, Image, Related Searches","0.34,0.26,0.19,0.19,0.26,0.26,0.19,0.26,0.34,0.19,0.34,0.19",20,,
us,tag heuer on sale,luxury watch,,,,tag heuer watches,70,25,0.44,1.00,186,Transactional,"Image, Related Searches, AI Overview, Local Pack, Site Links, Video","0.11,0.06,0.15,0.15,0.11,0.03,0.18,0.18,0.11,0.06,0.08,0.11",20,,
us,tag heuer swiss made watches,luxury watch,,,,tag heuer watches,50,26,4.97,0.47,199,"Informational, Transactional","Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Video","0.78,0.78,0.14,0.14,0.14,0.14,0.14,1.00,0.64,0.35,0.14,0.14",20,,
us,tag heuer watch on sale,luxury watch,,,,tag heuer watches,50,22,1.24,1.00,155,Transactional,"Video, People Also Ask, Related Searches, AI Overview, Site Links","0.14,0.14,0.33,0.04,0.33,0.33,0.52,0.42,0.52,0.33,0.33,0.42",20,,
us,tag watch price,luxury watch,,,,tag heuer watches,70,22,0.14,0.92,206,Transactional,"Site Links, Video, Image, People Also Ask, Related Searches, AI Overview, Image Pack","0.02,0.05,0.03,0.08,0.00,0.04,0.04,0.01,0.05,0.02,0.03,0.02",20,,
us,aqua racer tag heuer,luxury watch,,,,tag heuer watches,50,26,0.56,1.00,108,Transactional,"Video, Image, People Also Ask, Popular Products, Related Searches, Discussions And Forums, Site Links","0.05,1.00,0.07,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
